# -------------------------------------------------------
# App: de.tum.in.tumcampus, date: 20110713-20120331
# -------------------------------------------------------

date,device,daily_device_installs,active_device_installs,daily_user_installs,total_user_installs,active_user_installs,daily_device_uninstalls,daily_user_uninstalls,daily_device_upgrades
20120329,Samsung Galaxy Y,0,0,0,1,0,0,0,0
20120329,Samsung Galaxy Y,0,5,0,6,5,0,0,0
20120329,GT-P7511,0,0,0,1,0,0,0,0
20120329,Samsung Galaxy Tab 10.1,0,2,0,3,2,0,0,0
20120329,GT-P7501,0,1,0,1,1,0,0,0
20120329,Samsung Galaxy Tab 10.1,0,4,0,9,3,0,0,0
20120329,Samsung Galaxy Tab,0,0,0,2,0,0,0,0
20120329,Samsung Galaxy Tab,0,9,0,18,8,0,0,0
20120329,Samsung Galaxy Note,1,16,1,26,15,0,0,0
20120329,Samsung Galaxy S2,0,0,0,1,0,0,0,0
20120329,Samsung Galaxy S2,0,1,0,1,1,0,0,0
20120329,GT-I9100M,0,0,0,1,0,0,0,0
20120329,GT-I9100G,0,3,0,4,3,0,0,0
20120329,Samsung Galaxy S2,2,214,0,387,209,2,2,0
20120329,Samsung Galaxy S,0,5,0,8,5,0,0,0
20120329,Samsung Galaxy S Plus,0,47,0,74,47,0,0,0
20120329,Samsung Galaxy S,0,95,0,190,92,0,0,0
20120329,Samsung Galaxy W,0,7,0,10,7,0,0,0
20120329,Samsung Galaxy 3,0,3,0,12,3,0,0,0
20120329,Samsung Europa ,0,2,0,2,1,0,0,0
20120329,Samsung Europa ,0,3,0,9,3,0,0,0
20120329,GT-B7510,0,0,0,1,0,0,0,0
20120329,GT-B5510,0,1,0,1,1,0,0,0
20120329,SEMC Xperia X8,0,4,0,11,4,0,0,0
20120329,SEMC Xperia X10 Mini,0,1,0,3,1,0,0,0
20120329,A70S,0,0,0,1,0,0,0,0
20120329,A43,0,0,0,1,0,0,0,0
20120329,A101IT,0,0,0,2,0,0,0,0
20120328,zeus,0,1,0,0,0,0,0,0
20120328,wwe10,0,0,0,1,0,0,0,0
20120328,Motorola XOOM,0,1,0,2,1,0,0,0
20120328,HTC Incredible S,0,7,0,14,7,0,0,0
20120328,HTC G2,0,15,0,27,14,0,0,0
20120328,victor,0,2,0,2,2,0,0,0
20120328,v350,0,0,0,1,0,0,0,0
20120328,unknown,0,0,0,2,0,0,0,0
20120328,univa_open-de,0,2,0,2,2,0,0,0
20120328,univa_222-01,0,1,0,1,1,0,0,0
20120328,umts_spyder,0,5,0,5,5,0,0,0
20120328,Motorola Droid,0,3,0,17,3,0,0,0
